número,fecha_dictamen
59692-63001-NN,2018-05-28
71848-27556-BL,2017-07-15
23095-33351-AN,2010-10-28
96532-93591-AA,2006-08-11
37273-33378-DI,2017-07-27
4041-12462-NH,2019-01-29
20036-70621-DI,2015-07-07
73941-1850-MM,2003-05-08
37305-16722-DK,2019-06-28
25104-20136-FE,2002-06-05
62088-28688-HM,2016-02-07
42959-53362-OJ,2014-04-16
11284-93172-BM,2015-09-04
40911-49409-LM,2002-06-11
63220-72496-JA,2000-03-29
66948-47057-ND,1989-06-24
82599-11608-KJ,2018-09-21
36463-62715-AK,2019-06-16
85543-80186-KD,2017-02-12
63875-81061-AO,2010-01-21
78683-47928-AO,2009-08-17
290-34049-DE,1994-10-14
14192-45425-NM,2014-07-19
77246-23323-AD,2017-10-11
56044-62020-AM,2018-04-20
29180-54998-AF,1985-10-22
58401-96285-JI,2015-06-08
90719-51352-DA,2015-07-15
53236-27351-IB,2007-06-12
94723-74855-BA,2009-08-18
28075-29097-IB,2016-11-19
76502-36994-AH,2019-03-10
19675-87836-MN,2018-03-13
371-7976-BF,1997-10-02
67652-57883-FD,2019-06-26
77009-73125-GF,2011-12-01
48762-16307-EA,1999-04-04
12014-12821-LM,2018-03-27
61957-91410-FE,2011-01-17
98847-99279-BD,2018-03-13
19255-32662-OE,2019-05-09
66329-20079-MN,1999-06-05
41806-92030-EE,1992-10-15
34448-64019-EH,2011-10-23
88141-94261-BK,2016-06-20
98823-61541-AH,2009-02-17
33631-9464-EH,2015-11-07
1098-45060-DB,2019-04-17
70490-3761-GI,1976-07-30
73112-37847-HK,2009-03-05
26171-97984-OK,2014-01-14
72820-20471-AG,2012-12-26
1754-3102-BF,1987-10-24
27638-12798-KF,2017-05-19
82352-1228-ON,2018-07-04
34924-88630-NH,2018-10-30
22584-57024-FD,2017-01-22
96540-46502-MF,2016-11-27
84085-65759-AE,2018-11-27
3471-90290-ME,2017-07-30
54495-91598-FA,2018-12-19
10508-65486-FG,2016-12-04
69963-43559-BN,2014-07-24
22487-94683-OA,2014-02-13
11486-80201-FB,2019-03-29
74765-87343-DK,2018-02-10
41890-84249-NK,2006-04-10
83557-7304-LB,2011-10-08
5305-73545-LD,2018-11-17
22953-98467-JL,2016-12-10
41372-38977-HO,2019-07-12
43350-78095-JA,2016-09-11
95524-34811-ME,2004-03-12
92221-87052-JI,1966-09-08
351-64780-OK,2012-12-21
96269-98983-BB,2019-03-07
82414-79266-IB,2013-06-05
19647-15380-DL,2005-04-12
90698-10804-HK,2015-04-15
98506-41773-KB,2010-07-14
50505-65035-FF,2007-03-01
40160-79621-KL,2017-09-11
91938-2655-BM,2019-08-16
48436-78573-FA,2017-03-06
79838-25679-BK,2018-02-16
39932-95634-EE,2019-01-20
20441-82155-IM,2007-07-10
62538-48521-MI,2016-10-24
89575-82617-JB,1997-07-04
22584-64559-BD,1983-10-06
99860-32093-GB,2013-12-02
58694-70596-DO,2015-12-13
22403-29079-EH,2014-10-29
38563-76823-OB,2011-03-20
178-64424-JE,2012-12-01
23926-6575-GA,2016-07-28
40652-53669-DJ,2018-06-08
27931-27311-FN,2015-10-10
15839-94932-BF,2011-03-22
52894-66356-LJ,1993-01-19
17682-7709-HE,2019-02-07
21471-40125-FK,2018-11-08
55788-79333-NG,2003-03-29
43731-93947-AI,2014-07-01
92164-71608-EM,2015-07-17
89521-76693-FF,1996-04-27
14103-93267-MD,2009-04-15
39651-62888-JN,2019-08-25
70124-40957-OB,2018-08-25
12278-27279-FH,2014-04-14
29103-17742-JJ,1999-08-24
98467-35995-LF,2005-01-24
9879-91097-BK,2018-04-20
33058-47262-JL,2011-02-07
54297-69456-AG,2012-05-20
41669-62006-JJ,2015-12-21
92024-77114-DN,2007-10-14
23362-75321-AI,2015-09-03
88459-4929-JK,2014-10-31
88513-72211-MK,2017-08-17
27177-36943-OL,2018-05-30
34910-90103-IJ,2001-08-09
60380-72313-BO,2017-08-21
88120-60169-JL,2019-07-18
49963-84384-EG,2019-08-26
98419-56083-IJ,2017-09-23
21007-42388-AG,2012-01-13
873-72170-FB,2017-03-31
100-43551-NE,2012-07-27
36059-93920-BB,2000-04-25
13391-65147-DB,2017-11-23
36498-54488-OM,2018-02-19
78640-46139-NK,2018-03-30
1640-51856-MN,2015-04-10
93683-37945-BO,2013-11-23
80549-70115-LA,2018-07-06
52515-64195-DM,1988-09-15
71953-2782-BM,2008-08-02
96078-57087-DB,2000-08-05
74694-21122-IN,2005-11-04
99986-94829-FO,2011-11-06
956-54952-EK,2017-02-21
79611-1408-BA,2017-06-23
82464-58843-LO,2018-02-25
32513-34398-BE,2018-09-24
7666-89706-MD,2016-01-28
96651-69118-BD,2016-11-04
31526-88730-JO,2019-04-04
48052-55945-EH,1990-01-27
85534-9848-NO,2003-02-02
4627-76768-JA,2017-05-27
44190-28004-LG,2018-11-17
15558-77496-GG,1995-04-18
15163-74952-HI,2018-03-31
79184-57753-ON,2019-08-29
8564-64178-MM,2011-07-13
11433-56227-EA,1960-01-16
8113-78891-HH,2000-04-22
61838-89132-BD,2015-06-19
98412-74613-FE,2015-07-28
8308-21583-LE,2018-12-02
92179-73608-AK,2015-12-10
97162-69608-LB,2016-09-06
80751-83002-GM,2012-08-12
65098-13280-FB,2019-02-27
27779-96415-IG,1993-10-12
94802-27405-OO,2016-05-24
66582-85839-DJ,2019-02-25
14989-64335-OH,2017-07-01
44594-65106-MD,2003-01-20
61431-26837-KB,2017-09-18
65387-63849-GB,2018-12-25
88347-27433-BE,2002-03-09
95353-4413-NJ,2011-10-01
50191-14547-HD,2011-12-16
23264-47809-GF,1999-07-23
28245-29220-DH,2013-03-23
45939-5142-HG,1984-08-08
12108-28033-HH,2016-02-07
46414-59950-BA,2018-09-22
21162-95228-LM,2016-10-15
12386-45565-LM,2008-08-12
96402-17113-OD,2017-02-11
97115-64318-JN,2019-08-16
3423-10759-JI,2005-08-12
26504-15256-BA,2017-05-12
65736-85803-BI,2016-04-11
93223-89214-BA,1995-08-15
40722-62653-JF,2016-04-13
97176-596-FO,2007-11-16
62155-59945-HF,2012-05-12
92274-46089-GG,2008-07-29
72724-11798-EI,2008-08-21
75274-49269-DE,1990-03-04
40102-19266-LG,2019-05-28
5529-39925-FJ,2018-08-18
94146-42075-JE,2015-06-26
87486-59440-OL,2013-01-17
50713-74779-OE,2012-12-04
97733-82707-OK,2011-07-19
28489-76277-GA,2003-06-24
84745-90430-JB,2006-07-05
99184-77448-ND,2019-08-25
7115-58159-GL,2016-05-26
83356-14393-DH,2019-01-07
26802-21108-DL,1991-07-27
35127-7330-DN,2014-05-19
25013-94045-GL,2019-07-04
77419-577-OD,2001-03-19
45240-28242-IH,2016-12-27
74108-11371-BL,2019-08-06
93609-89752-EK,2019-02-15
45231-40654-AE,1978-06-13
43686-8822-IB,2007-01-02
79639-471-GA,2017-08-16
6933-87540-BD,2019-06-09
10317-65553-NG,2019-07-14
73587-1057-EH,2007-12-05
3464-52243-FB,2017-01-08
69675-19163-GL,2017-07-28
62594-57547-IH,1976-01-17
67316-89573-AI,2018-03-01
62770-16017-BJ,2018-10-23
68773-45033-OI,2015-03-22
61419-16463-HB,2004-09-04
54955-14237-KK,2010-07-13
74338-68142-OH,2011-09-19
67060-51355-AA,2018-07-31
85237-35380-BM,2019-07-17
43194-55287-OB,2002-02-07
48182-16519-LI,1981-12-15
99557-13548-KL,2019-08-13
24430-56158-DA,2003-01-31
60578-51394-IA,1972-09-05
673-73419-JG,2013-01-14
3196-69077-DG,2017-12-20
93531-96451-OE,2019-03-20
56317-57661-BN,2018-10-04
75955-78879-NK,1972-03-19
84119-30648-LK,2014-12-22
1194-5441-IB,2018-02-27
55768-53924-AL,2017-11-14
54004-84193-MB,2011-06-17
28197-62860-EF,2013-10-10
62969-91334-EF,2007-05-24
39905-73787-MD,2018-07-13
91866-10540-IM,1988-10-28
77675-15408-NE,2017-05-20
61702-68194-BL,2012-06-27
11116-47222-HK,2004-05-15
54608-9906-EB,2000-07-23
79010-80815-FN,2019-06-29
26033-59426-LD,2019-04-07
76170-16474-BE,2015-04-09
22397-94215-HL,2007-08-10
9302-5894-HB,2009-05-01
12817-9301-JO,1998-05-12
50244-90980-KI,2013-02-22
59723-10742-GH,1998-07-29
24019-35948-FB,2007-04-19
34712-10473-FH,2017-05-29
16184-44044-IM,1995-07-29
60565-11966-FL,2009-01-27
40421-38587-OL,2017-05-06
44746-55110-AI,1994-08-22
50604-55071-DA,1968-12-07
44613-99333-AA,2019-07-21
78277-6156-BM,2009-05-14
78429-85514-OG,2013-01-25
14757-83068-LM,1985-09-01
97141-43824-DI,1997-11-08
66624-74159-IM,2012-06-21
29195-74102-ON,2010-12-17
4265-64429-EG,2015-12-08
32350-11073-AB,2008-09-21
23117-18782-OB,2017-08-15
66587-28693-OD,1994-05-27
11951-80177-AA,2013-08-13
44559-52423-HK,2017-01-13
82262-23350-EN,2018-04-11
27164-44560-MB,2019-08-06
39250-73002-AE,2006-04-07
29097-12447-MB,2010-04-08
37086-67732-BJ,1990-02-25
84656-3333-AK,2010-03-21
23818-97619-NO,2018-11-25
71946-35421-HJ,2014-09-16
72811-87835-MK,2018-01-30
7124-5775-FH,1995-08-23
94522-14966-JD,2018-02-14
25228-58567-EJ,2013-07-24
17244-30916-KD,2018-02-23
52077-9211-AL,2005-05-09
18836-29481-AK,2013-06-07
47831-91915-GI,2016-11-08
57355-7532-DI,2001-12-03
2749-65573-BM,2019-06-16
28371-32346-HA,2018-08-26
1531-90545-EF,2016-09-26
63339-37067-KF,2018-12-04
40-80621-NO,1995-02-04
32899-78131-LO,2018-08-09
32532-83677-BO,2018-09-09
19443-52774-GA,2016-01-15
69272-80541-DE,2019-07-27
23204-88532-BB,2017-11-17
44441-28810-DL,1996-05-29
55082-60338-FJ,2016-04-11
86988-72761-IO,2007-03-01
26652-63236-OA,1998-11-28
59299-36315-LI,2018-11-07
80907-38501-JO,1983-07-08
76142-88882-LI,1982-03-24
30152-46384-DK,2015-08-24
59126-62820-KK,2018-09-13
7242-86602-LH,2006-09-29
65355-13697-EN,2012-01-12
60290-24637-MI,2018-12-28
39489-1408-EB,1995-08-21
91643-53005-MO,2001-03-05
53241-51533-DG,2018-12-22
16605-23496-IF,2011-03-28
40763-84304-LD,2016-03-11
57655-3252-KA,1996-08-03
39329-29742-EI,1997-07-19
51578-8059-AB,2019-07-29
33984-44764-MJ,2018-07-16
46687-14867-BF,2019-06-15
69079-85297-BB,2016-04-19
64935-24869-FF,2017-03-23
99845-15249-KN,2018-12-23
36799-56625-BF,2017-08-23
27035-54627-AD,2010-12-18
60017-48735-KH,2019-03-08
4184-46668-GH,2010-06-16
72148-54615-BJ,2019-04-01
78414-16886-OI,2016-05-27
69573-93326-DB,2011-11-21
55387-79831-HA,2019-06-04
39859-59687-EM,1999-02-12
20909-14277-FL,1993-05-27
20499-77821-OF,2016-04-06
92552-63036-MO,2002-09-26
35231-20982-FN,2018-06-29
82905-7139-KL,2014-11-05
83861-90214-MG,1975-09-20
33243-20134-AB,1989-07-02
99767-60321-MB,2018-04-27
51356-47013-DM,2019-06-05
28215-19885-DM,1994-08-07
61779-14652-KD,2014-07-25
17272-63566-EK,2018-10-01
78832-37048-EN,1978-02-27
34812-31106-GG,2012-04-14
92967-5307-MG,2012-04-28
31489-29254-LG,2019-07-13
59888-83166-DD,2019-08-12
94751-18082-DM,2006-07-07
62380-3168-GH,2009-06-02
93372-2887-EF,2015-11-25
21700-13106-HK,2018-02-07
38879-3726-IJ,2019-03-15
82098-59125-KJ,2014-06-07
8314-2684-BK,2016-11-29
32516-79875-OA,2017-02-08
79594-14424-HK,2017-07-02
89561-22512-AA,1988-07-12
94523-3754-HN,2018-12-09
31101-45176-JO,2001-08-08
13344-9082-BB,2016-02-26
68737-9755-LG,2018-04-27
18400-32906-BB,2018-10-17
49741-37082-BF,2017-11-14
60389-38313-FG,1983-06-20
67919-62748-MB,2005-06-04
18534-35028-HM,2001-10-29
43162-32357-HG,2019-06-09
22645-66243-GH,1999-06-08
81365-48770-JA,2019-05-09
57604-12476-BJ,2018-04-21
24577-37082-MM,1998-05-10
99070-66670-DE,2017-12-25
1644-62533-NI,2015-07-30
49796-87622-AH,2008-12-31
94565-70475-JB,2013-04-24
47163-45144-FA,2004-06-23
51407-39655-IO,2018-07-15
58630-25713-JE,2019-05-22
18799-62558-DN,2019-06-11
40379-6206-IE,2019-07-03
65914-98253-GA,2010-03-15
26290-69450-IB,2018-04-14
65749-65745-MH,2019-03-25
31370-47866-LJ,2014-01-05
95809-88904-OA,2018-10-30
94942-73919-DA,2005-04-25
27337-62025-OJ,2011-01-11
70739-4157-FH,2016-07-19
96451-7258-BB,2004-07-07
42858-8466-NO,2013-05-27
39804-84078-HN,2019-02-17
77435-87580-NK,2013-01-14
84218-20102-EA,2014-03-30
72323-3001-AB,2015-02-03
81234-62941-DB,2015-05-09
25706-48120-IG,2014-03-24
1130-87631-NO,1993-01-19
73406-25742-FH,2019-07-03
61173-90905-EN,2018-07-07
61063-88505-JM,1997-06-26
57944-93063-FH,2016-02-26
28306-16274-NB,2013-02-13
7867-74826-MF,2015-06-05
80029-43421-HH,2016-08-15
71351-11848-MB,2006-09-02
28436-8581-JF,1997-03-10
17991-98642-GG,2018-06-20
43424-88107-KE,2014-06-19
54124-96501-MB,2019-01-16
15867-93888-GK,2012-03-24
96713-4324-FE,2011-11-19
84868-3142-KB,2019-06-12
49201-37335-MF,1975-01-22
6945-72509-BI,2013-03-08
2071-56993-ON,2016-12-09
94992-95993-KM,2006-09-12
24335-71433-HH,2018-05-17
73282-63653-HI,2012-12-21
94149-86623-MJ,2007-10-21
43322-51466-AL,2019-08-20
68630-88385-BA,2004-06-08
50392-1504-BE,2019-03-27
17607-59278-HJ,2017-06-02
42420-95253-HB,2006-10-03
3649-79642-NB,2018-12-03
77970-38460-JA,2011-01-25
46268-68860-FO,1988-02-05
540-27449-NJ,2019-06-30
74525-5936-IO,2017-10-15
43548-16298-BH,2018-05-21
12901-26449-DN,2019-04-20
62176-84728-AH,2014-11-06
26-47496-BB,2001-05-25
30987-14217-DK,2014-08-10
94530-9872-KJ,2018-11-14
26431-16749-MI,2009-05-06
53016-76300-HH,2019-03-24
20925-45449-LH,2009-03-12
445-23012-IL,2010-04-27
68482-42209-DA,2007-11-24
48380-87607-EH,2005-01-12
32017-72968-EG,2018-04-19
85404-69671-LH,1989-06-21
62682-8859-BK,2011-01-06
50009-36401-NJ,2012-08-14
70034-69097-JH,2019-02-17
76512-64596-OL,2007-06-14
34986-636-ML,1967-04-03
32502-66534-OO,1997-04-18
16901-35521-FA,1993-11-22
71734-91539-HO,1997-08-14
46562-77140-JA,2017-03-04
58532-41455-LA,2014-10-12
4654-12776-IO,2019-08-30
26888-15717-JJ,2012-04-27
80378-82321-GB,2019-05-22
13167-88099-AB,2012-11-22
5809-42717-BH,1997-07-17
77693-80574-DB,2019-08-25
32893-32911-ID,2019-04-13
49254-60248-OO,1997-12-11
43534-27884-BA,2015-08-16
53873-74844-NB,2018-12-05
89487-15042-EG,2019-03-07
15090-17979-BF,2019-08-25
46019-46496-IN,2017-12-08
37479-14589-MI,2008-07-31
65892-73789-NO,1986-05-03
78965-200-AB,2016-08-30
93851-36722-FM,2018-08-01
15793-22072-NN,2004-11-30
45998-55644-MK,1994-04-09
48707-43080-IL,2015-04-24
21195-50706-BF,2006-06-25
68482-35455-AF,2017-07-03
80170-83624-GK,1990-09-12
34082-17208-BA,2019-07-08
6054-60504-JN,2005-10-13
42999-59775-BB,2018-10-24
89865-88694-FF,2018-11-03
95176-44933-BO,2018-02-20
7784-76619-EN,2010-01-21
77404-7626-DG,2017-11-08
68377-59540-EN,2015-05-25
63566-48271-MI,2018-10-02
96151-52520-DB,2013-12-19
11846-1354-HF,2018-09-08
427-14999-FM,2015-05-30
33116-64856-AH,2019-08-21
83791-56506-FJ,2018-10-13
14085-64660-KI,2012-07-20
80620-70692-FL,2019-08-25
38192-60149-IK,2019-07-20
15452-59539-KM,2019-04-17
7902-62358-EL,1966-01-27
35247-31541-HK,2019-06-29
90432-60827-BE,2008-04-13
91037-34339-EL,2008-07-28
96190-70564-AG,2019-01-24
31990-19806-JM,1965-08-03
55507-6718-OB,2017-12-05
31313-58993-HJ,2019-03-20
43575-12466-KE,2019-08-06
59806-55495-HK,2006-07-21
92813-58191-LD,2012-06-20
61180-83906-HF,2019-05-31
64559-12486-LK,1998-04-18
75115-42163-ED,2018-01-21
43561-69080-GG,2018-04-12
99864-33526-KF,2018-12-27
74130-6563-OO,2015-07-16
46689-57149-IF,2015-03-28
50221-41293-AJ,2018-09-15
58324-95729-DJ,2016-05-08
39910-87992-EF,2014-06-01
39195-28380-GA,2019-07-25
1587-13450-IA,1995-02-07
66937-76206-OM,2014-11-17
96690-86023-GH,2018-06-20
84082-36821-KL,1992-12-16
68187-53571-JL,2017-08-20
68151-36157-FA,2018-03-15
75947-71220-GE,2019-01-25
79461-91576-AE,2012-05-05
49449-95972-ON,2014-03-16
93340-19136-JB,2014-10-26
77723-14149-LD,2016-07-01
8618-59898-KB,2019-07-01
32342-22906-LB,2019-02-03
70620-71902-HN,2019-06-29
9478-75792-BJ,2019-08-25
65198-97163-MM,2016-06-22
20102-84117-FA,2002-01-05
66064-20964-BJ,2013-04-13
77051-12454-ME,1993-05-13
36003-67541-BF,2009-07-12
36142-4747-HF,2019-07-29
90800-64303-FA,2015-10-22
95287-57582-BO,2008-08-06
22948-37237-EB,2012-05-22
29327-79084-KB,1954-09-05
93815-19263-NF,1968-08-14
13558-2093-HO,2019-07-09
64565-24424-OH,2009-10-26
23181-71493-DJ,2013-10-06
95789-30924-LM,2017-03-22
24462-24857-EF,2009-12-28
92631-34927-JM,1998-06-29
89388-29887-IG,2017-06-29
16083-60594-NK,1995-10-27
48306-75159-GA,2017-11-04
26831-36971-HA,2014-11-02
81762-60804-KD,2014-06-23
71282-75598-OD,2000-02-24
96028-66440-JL,2008-06-20
49502-74459-KA,2019-04-29
87022-38103-EH,2018-10-26
93277-3488-ML,2015-09-12
31417-99111-AE,1999-05-18
90063-64305-NB,2015-04-02
37718-62939-HE,2019-03-05
75419-47991-BK,2015-02-23
35826-21608-KA,1991-12-08
55083-36797-BE,2013-08-01
31471-23656-FG,2016-06-27
33792-30667-MJ,2016-04-06
98744-30010-NO,2010-09-07
70369-22605-KJ,1984-08-30
38261-95915-IG,2013-05-09
29341-6118-LN,2014-02-16
71655-14909-MK,2016-08-30
42389-57026-HB,1988-10-23
6607-5945-FB,2018-10-21
28968-73625-DH,2007-02-07
8668-45808-LI,2019-08-07
56623-11947-OG,1999-08-20
25975-71718-DI,1995-06-17
92221-7851-JJ,2019-06-05
77846-58702-GA,2016-02-06
91516-10908-BN,2015-03-30
4667-87153-BA,2018-03-06
52970-82605-OB,2014-11-11
88014-9597-JB,2018-12-10
7700-26106-LD,2017-01-25
19064-95980-EL,2015-08-02
97109-99225-FN,1994-07-22
94645-19042-HB,2014-10-18
78083-68313-FN,1984-06-13
10471-25289-HB,2018-07-20
50644-55998-BM,2019-04-22
90233-76104-EB,2010-07-15
42262-84502-NO,2011-06-15
26891-46939-NB,2019-07-01
26043-81157-KF,2010-04-19
14213-25020-OF,2019-07-18
95126-2488-OF,2013-12-11
68651-99155-JM,2018-01-03
58858-24332-FB,1988-10-17
30122-67800-GF,2016-04-26
40551-53946-KI,2019-08-26
20031-9698-BB,2003-04-10
98455-85563-JA,2015-02-21
48976-40604-EA,2015-04-06
72158-99479-NH,2000-01-12
83986-74465-LO,1979-04-12
20838-29280-LL,2018-06-23
56800-4514-BK,2017-06-23
93539-50180-FF,2009-08-26
39499-67466-ME,2013-12-18
49475-42989-NG,2000-09-05
20917-74837-OH,2015-12-07
31712-42127-FB,1995-06-29
64400-75029-NL,2017-04-11
62627-96869-KN,2005-03-25
74649-14692-OJ,2019-01-01
96581-99891-KI,2009-02-26
53655-47476-JE,2008-05-24
64113-18585-OO,2009-12-18
61915-65000-FN,1985-07-02
65619-87606-BF,2012-02-23
95509-26243-OM,2018-09-30
26731-28951-NJ,2018-02-06
44874-70160-BI,2018-01-25
26782-35927-LB,2014-12-30
42883-18548-AL,2004-03-29
64791-28125-BG,2019-07-15
81503-17650-IF,2018-12-20
20052-84200-BD,2019-01-02
40034-5424-BD,1992-09-26
80190-48596-DF,2004-07-03
78397-49041-FN,1975-01-08
46919-4588-FJ,1991-05-23
45632-63207-AL,2018-08-19
78803-76769-FG,2011-04-13
20416-21446-IE,2010-07-24
34262-97325-IH,2018-08-11
85751-1805-MB,2018-01-13
40456-16698-LN,1994-03-17
78918-18611-LA,2007-09-06
16109-37186-HM,2016-07-03
7734-16107-OD,2019-08-16
49953-41522-OF,2017-11-19
20998-77145-HN,2001-03-10
79062-99409-KH,2016-05-14
16953-45644-LH,2006-12-23
62952-13749-DK,2019-07-10
75202-57335-HE,2013-11-12
78211-49617-HJ,2012-03-21
15415-76833-GK,2019-05-17
42344-48364-EB,2019-02-22
52058-25438-EO,2018-01-17
78730-31949-HD,2018-10-08
79767-34303-KB,2016-07-22
23948-57886-NK,2014-08-02
85792-30171-EG,1993-05-01
4506-4371-NE,2017-11-06
15955-87197-JF,2010-11-03
28527-78466-FF,2019-06-30
56377-92633-ND,2008-10-27
77608-95204-LB,2019-06-15
57032-61717-BB,2014-07-17
72464-56426-DD,2018-01-12
18337-65737-BH,2015-08-27
72665-81739-DI,2009-12-07
76780-36801-KN,2015-08-02
43084-5227-KH,2014-01-07
498-79116-AK,1999-07-01
73667-64658-II,2012-11-16
88712-77931-BM,2018-02-13
22025-84735-DG,2005-10-13
57427-66943-GG,2014-12-21
44611-90775-AB,2017-01-01
75537-82120-BF,2011-12-04
92286-77526-NB,2016-10-26
60533-343-LI,2014-10-06
67585-36601-OO,2017-12-19
77487-33814-BB,2019-06-20
45792-47139-DM,2017-04-18
48930-75802-FA,1996-11-03
35048-30805-BO,2008-11-12
57022-9713-HB,2016-10-21
69759-28012-JE,2005-12-02
2385-36466-HE,1988-05-26
12716-23010-DB,1992-08-16
57102-3297-IB,2019-05-08
48971-60506-MB,2003-08-03
73726-11580-AG,2017-12-24
91750-56566-BF,1994-03-05
68672-87187-DH,2002-03-14
57646-99917-JE,2014-01-06
97540-63443-IE,2018-11-24
47097-14157-BD,2008-03-24
56953-63159-DB,2015-06-25
19975-79273-DB,1986-11-29
46003-80631-GB,1970-03-06
50170-66140-IM,2013-10-10
46005-42451-BI,2006-09-15
56272-48235-FO,2019-08-14
57246-14293-IB,2019-05-11
52355-36759-JD,2006-02-23
82999-45126-GG,1983-07-30
48440-10080-DH,2012-05-31
18011-92140-BI,2019-01-03
87969-937-EM,1995-06-27
47096-42091-BB,2016-07-29
49329-59228-EB,1989-12-10
58780-53502-EB,2018-01-09
29153-66448-NB,2016-07-09
4365-46443-JH,2011-05-13
9255-66434-BH,1988-06-09
6021-82-EJ,1986-07-31
86314-36621-GN,2019-06-19
89443-41183-JF,2019-02-28
5372-23778-KE,2018-08-19
73164-24303-AB,2015-05-06
71875-9311-HB,2011-10-15
94907-96605-DO,2018-01-31
99409-1125-HO,2004-03-25
32143-55583-IL,1980-07-18
59137-78638-IB,2016-12-30
80826-48763-HL,2012-02-21
69052-27711-HJ,2017-06-23
48427-92414-DD,1997-08-02
20449-95572-OF,2003-08-17
23700-58147-AJ,2001-03-03
72374-26100-LE,2011-01-23
38159-96755-NB,1995-11-18
42575-78681-AB,2019-04-27
24297-710-DF,2013-04-04
82929-70065-DI,2019-05-18
93612-20409-EB,2002-01-23
16490-6204-JJ,2018-06-04
64726-75155-EI,2012-12-05
24215-21808-OM,2019-08-02
51132-91485-AG,2019-08-14
89387-67598-LB,2013-11-22
50799-72004-DJ,2006-11-25
54374-88890-BB,2004-04-18
94622-36817-NJ,2011-11-27
27509-14011-FE,2009-06-05
73155-80488-KK,2019-04-19
94952-55843-NI,2019-07-04
83275-87893-DB,2017-03-26
57842-5741-IB,2019-05-21
5456-82523-JN,2014-08-19
6097-49527-BM,2011-10-14
35909-8565-GH,2009-03-05
60131-47642-GG,1986-08-07
88798-15151-JG,2006-07-12
80856-45223-KN,1994-11-06
7933-41212-DD,2018-07-12
5970-20679-DD,2004-02-21
31524-98030-KO,2016-04-21
41474-41203-MB,1997-09-07
68545-27139-OK,2015-08-22
19269-28463-DH,2016-07-20
31225-27187-IN,2017-06-01
47448-84235-FN,2010-09-29
29293-75396-ND,2000-07-17
67025-81648-KA,2013-12-01
65634-15333-MI,2011-01-04
39040-22399-JG,1977-11-22
77373-60868-BO,2017-06-16
29636-60616-GK,2018-09-10
99220-8121-GN,2012-01-17
99149-24837-BM,1999-12-14
32283-72554-NF,1990-07-16
10161-21028-EG,2017-10-18
78318-11152-BG,2018-09-12
76420-75448-FB,2015-07-22
13578-94130-KF,2004-11-26
47810-67026-BB,2016-11-02
84818-93571-LB,2011-03-27
92534-89918-GB,2018-08-16
59163-78875-MG,2015-09-03
65384-41857-BL,2016-01-18
37965-45933-JL,2016-10-10
4086-17163-JE,2008-08-16
94134-80420-JJ,2014-05-07
66167-64638-DL,2019-05-24
52508-46003-JI,2015-03-15
22202-9492-BB,2010-11-17
55976-2900-EA,2017-11-28
6257-40860-EL,2018-03-27
84621-68704-JA,2011-04-30
61524-87179-GI,2019-07-18
30084-44909-LF,1985-08-17
77400-66000-BD,2012-09-05
87616-86112-IA,2018-03-11
8232-46778-IM,1982-03-03
67115-40479-BB,2013-09-16
88296-74595-HB,2007-01-02
92971-26845-BK,1980-06-26
72356-66396-OG,2015-09-23
1870-58900-LN,2001-10-13
45493-16038-HO,2004-05-28
3748-7682-ME,2008-01-27
50948-79286-OF,2005-11-02
7759-68343-KH,1978-12-08
82210-77408-MI,2015-12-20
97369-57920-OL,2014-02-12
6582-99624-DH,2019-03-15
30733-41239-OE,2019-02-12
93387-85617-JB,1974-05-31
13555-85446-BI,2019-02-01
78468-31434-NN,2018-01-19
34463-30386-EL,2001-10-13
72052-69898-MN,2011-08-05
48485-70234-LO,2016-04-11
50120-14030-LL,2012-03-25
56178-84525-NB,2006-04-30
65095-778-HN,2005-09-25
39666-34831-KN,2018-01-18
60043-7295-NG,2017-07-23
55950-97495-OA,2002-08-29
83142-70819-ML,2014-03-31
22506-76284-HD,2014-10-08
74031-28853-KO,2015-08-28
19187-32359-JK,2010-04-26
68774-13084-EB,2018-02-16
92810-49233-HM,2015-12-27
58589-53235-GM,2018-01-11
83893-96840-JI,2012-01-09
55660-69336-KM,2011-08-31
88766-86481-KD,2017-09-19
88460-37352-FD,2018-11-26
36518-24467-LB,2019-03-21
87318-66408-ON,1997-11-07
43091-15392-NL,2019-08-19
19410-2430-OB,2013-08-16
28982-51703-KF,2019-08-25
22437-88225-NB,2017-02-07
22994-22177-NN,2019-07-10
57282-26026-EB,2019-03-06
32752-79480-LH,2000-11-01
43108-58613-JM,2019-08-28
30243-78520-NG,2018-03-11
53706-21550-KH,2017-01-25
82093-68028-NL,2017-10-20
89157-52484-EI,1961-03-25
69341-1120-BO,2012-03-14
58225-48916-GD,2003-03-25
43560-35967-EB,2018-06-07
38872-84823-EI,2019-01-23
56017-97108-FM,2010-12-24
91856-28671-JF,2019-07-14
30257-16725-GG,2009-12-29
31996-62140-LB,2018-08-02
3717-18138-HN,2018-07-31
56331-60197-JJ,2018-07-15
87204-97843-HK,2018-06-19
62737-95969-BB,1992-11-02
86916-69855-GF,1974-02-14
47725-62874-GD,1975-11-17
93128-53627-GF,2014-03-04
65980-78729-FB,2018-07-05
56027-16288-JF,2016-07-05
80653-22036-KO,2017-12-10
32444-36841-DB,2018-07-04
81593-90720-EA,2018-06-25
11176-76441-LG,2008-02-11
40782-63489-GM,2019-03-03
