id,presupuesto (US$),tipo,fecha,ONG,proyecto
18292,187529,marcha,2000-03-08,Macgyver Inc,Northrop Grumman Corporation
18293,140246,redes sociales,1988-05-09,"Roob, Windler And Weimann",China Cord Blood Corporation
18294,242867,redes sociales,1974-10-19,Prohaska-Lueilwitz,"UMH Properties, Inc."
18295,711024,redes sociales,2018-03-22,"Lang, Kohler And Dietrich","RiverNorth Opportunities Fund, Inc."
18296,426301,redes sociales,2014-03-08,"Leffler, Wisozk And Koelpin","FTI Consulting, Inc."
18297,2299,redes sociales,2017-12-24,Leffler Group,Cerro Bayo
18298,996611,redes sociales,2011-06-10,Fritsch And Sons,Michilla
18299,400261,redes sociales,1995-05-04,Kulas-Crist,"Delcath Systems, Inc."
18300,516466,marcha,2014-04-14,"Lowe, Quitzon And Johnson",Maganeso III de Atacama
18301,171952,redes sociales,1991-04-23,Reichel Inc,Microsemi Corporation
18302,772944,redes sociales,1987-10-16,Murphy-Yundt,"Herman Miller, Inc."
18303,785204,redes sociales,2017-12-30,Casper-Jacobson,"Commerce Bancshares, Inc."
18304,147829,redes sociales,1992-05-07,Zboncak-Mraz,Nuveen Connecticut Quality Municipal Income Fund
18305,523730,marcha,1998-11-08,Denesik-Quigley,El Peñón
18306,828193,redes sociales,2013-03-30,"Bruen, Cruickshank And Blick","Midland States Bancorp, Inc."
18307,888763,redes sociales,2005-10-28,Witting-Ernser,Georgia Power Company
18308,327151,redes sociales,2008-12-10,Kunde-Lowe,Westpac Banking Corporation
18309,100755,marcha,2009-07-16,Stoltenberg ,Blackstone GSO Long Short Credit Income Fund
18310,847769,redes sociales,2004-07-28,"Lesch, Rath And Pfannerstill","FairPoint Communications, Inc."
18311,518334,redes sociales,2016-05-30,Pouros Group,Aircastle Limited
18312,628773,redes sociales,1955-12-23,Afesip,Fair Isaac Corporation
18313,344242,marcha,2019-01-17,Mertz Group,La Productora
18314,543798,redes sociales,2016-10-08,Auer-Ryan,"Biocept, Inc."
18315,186185,marcha,1962-08-29,Kilback Inc,Drive Shack Inc.
18316,656764,redes sociales,2018-05-26,"Schowalter, Johnson And Kerluke",Kite Realty Group Trust
18317,211613,redes sociales,2003-02-17,Luettgen Group,"Dynex Capital, Inc."
18318,183387,redes sociales,2018-10-15,Jacobs Group,Aircastle Limited
18319,520573,redes sociales,2003-01-04,"Erdman, Graham And Yost",Elkhorn Commodity Rotation Strategy ETF
18320,960189,redes sociales,2016-07-20,Rohan Inc,PIMCO Dynamic Credit and Mortgage Income Fund
18321,324137,redes sociales,1981-05-08,Rutherford-Becker,Alhué
18322,474515,marcha,2018-04-21,Streich Group,Peabody Energy Corporation
18323,431116,redes sociales,2015-10-18,Ritchie-Rath,Virco Manufacturing Corporation
18324,514093,redes sociales,2017-09-24,Gusikowski-Emard,TICC Capital Corp.
18325,795745,redes sociales,2005-06-30,Reichel Inc,Lota
18326,222433,redes sociales,2002-09-05,"Gutkowski, Kuhlman And Purdy","Argos Therapeutics, Inc."
18327,602945,redes sociales,1970-11-26,Jast Group,RenaissanceRe Holdings Ltd.
18328,475844,marcha,1974-01-01,Haag-Stoltenberg,"Texas Capital Bancshares, Inc."
18329,455666,marcha,1998-01-30,Macejkovic-Haag,Schwager
18330,96541,redes sociales,2007-12-23,Johns Inc,"Shutterstock, Inc."
18331,321336,redes sociales,2016-07-17,Gorczany-Nienow,"Destination XL Group, Inc."
18332,707648,marcha,2016-10-16,Rolfson And Sons,Torchmark Corporation
18333,708397,marcha,2013-11-27,"Wolff, Russel And Ankunding","Waste Management, Inc."
18334,185651,marcha,1990-10-08,Bode ,"CatchMark Timber Trust, Inc."
18335,630325,redes sociales,2016-10-24,Jenkins-Kemmer,Mantos de la Luna
18336,688598,redes sociales,2008-08-03,"Johnson, Batz And Davis","Dynex Capital, Inc."
18337,734905,redes sociales,1993-10-13,Kilback Inc,STMicroelectronics N.V.
18338,377682,marcha,1980-02-26,"Heller, Bradtke And Stoltenberg",Cerro Negro
18339,122935,marcha,2016-05-07,"Satterfield, Torp And O'Kon",Collahuasi
18340,757201,marcha,1987-05-08,"Mcclure, Klocko And Wyman","Destination XL Group, Inc."
18341,302157,redes sociales,2013-11-06,Cassin-Jerde,Lenga
18342,863823,marcha,2011-08-21,Abbott Group,Celite - Tilviche
18343,455707,marcha,1995-04-26,Marvin-Sipes,La Perla
18344,133538,redes sociales,2008-05-09,Goyette ,"OraSure Technologies, Inc."
18345,379190,marcha,1989-10-19,Bradtke-Wilkinson,Cambrex Corporation
18346,474615,redes sociales,1998-07-15,Johnston And Sons,Quebrada Blanca
18347,528628,redes sociales,1998-12-31,Jacobs Group,Kilroy Realty Corporation
18348,27897,marcha,1990-03-13,"Doyle, Mccullough And Friesen",EQT Corporation
18349,588497,redes sociales,2008-07-11,Bins Group,RenaissanceRe Holdings Ltd.
18350,650456,marcha,1986-10-11,Maggio-O'Keefe,TICC Capital Corp.
18351,692969,marcha,1988-02-06,"Cronin, Welch And Rippin",Hamilton Lane Incorporated
18352,804055,marcha,2010-07-05,"Kub, Mante And Lebsack",PTC Inc.
18353,174280,redes sociales,2019-01-24,Rosenbaum-Cole,"German American Bancorp, Inc."
18354,540643,redes sociales,2008-07-24,Effertz-Zboncak,"Commercial Vehicle Group, Inc."
18355,777497,marcha,2008-02-16,Deckow-Nikolaus,Park-Ohio Holdings Corp.
18356,155132,redes sociales,2018-02-10,Ebert-Pollich,Tekla Healthcare Opportunies Fund
18357,24420,marcha,2011-06-14,Kuhic-Zboncak,AGCO Corporation
18358,154889,marcha,2007-05-17,"Rau, Ryan And Lueilwitz",Great Elm Capital Corp.
18359,28251,redes sociales,1989-12-19,Predovic-Graham,"Ocular Therapeutix, Inc."
18360,265489,marcha,2010-07-17,Cronin Inc,Apollo Senior Floating Rate Fund Inc.
18361,867255,redes sociales,1993-02-03,Adega,"Enanta Pharmaceuticals, Inc."
18362,6535,redes sociales,1997-03-02,Quitzon Group,Anheuser-Busch Inbev SA
18363,562397,marcha,2018-04-21,Hilll ,EPR Properties
18364,963479,marcha,2016-05-16,"Grimes, Leuschke And Huel",Torchmark Corporation
18365,404490,marcha,2016-08-13,Connelly-Maggio,Carvana Co.
18366,212801,redes sociales,1987-03-10,Hettinger-Kuhic,Old Republic International Corporation
18367,66065,marcha,2002-11-21,Schmitt-Mckenzie,"First Hawaiian, Inc."
18368,15828,redes sociales,2011-11-29,Jast Group,"Ellie Mae, Inc."
18369,158180,redes sociales,1989-08-28,"Crona, Schmeler And Greenfelder",Nuveen Michigan Quality Municipal Income Fund
18370,617941,marcha,1985-03-26,"Spinka, Senger And Brakus",Caserones
18371,682692,redes sociales,2010-08-08,Roob-Nicolas,Romeral
18372,574446,marcha,2015-01-07,"Torp, Bruen And Douglas",La Pepa
18373,609437,marcha,2007-10-27,Dach Inc,Celite - Carol
18374,2536,marcha,2011-01-17,Batz Inc,Kamada Ltd.
18375,66031,marcha,1987-06-02,Kuvalis-Swift,Unisys Corporation
18376,734313,redes sociales,1991-11-18,Simonis-Torphy,Sierra Miranda
18377,606783,redes sociales,2017-08-13,"Schaden, Cronin And Bernier","Franklin Financial Network, Inc."
18378,889223,marcha,1997-10-09,Heidenreich Inc,Container Store (The)
18379,957282,redes sociales,2009-03-30,"Mckenzie, Cummings And Rippin",Tuina
18380,644349,marcha,2012-07-15,Effertz-Zboncak,iPath US Treasury Long Bond Bear ETN
18381,386693,marcha,1975-05-14,Schuster-Kub,El Abra
18382,622119,redes sociales,1957-08-21,Waelchi Inc,ENGlobal Corporation
18383,790669,redes sociales,2000-02-07,"Kassulke, Morar And Crooks",Independence Holding Company
18384,281330,marcha,2014-05-07,"Volkman, Hamill And Stiedemann",Cóndor
18385,450463,redes sociales,2010-05-21,"Cartwright, Gusikowski And Miller",Manantial
18386,246349,redes sociales,2005-01-02,Zboncak-Mraz,Urstadt Biddle Properties Inc.
18387,383344,redes sociales,1965-12-24,Predovic Inc,Cerro Blanco
18388,621494,redes sociales,2016-05-28,Cole-Reilly,Franke
18389,913471,marcha,2002-07-30,"Friesen, Friesen And Hodkiewicz","German American Bancorp, Inc."
18390,991200,marcha,2019-02-07,Rohan Inc,"LTC Properties, Inc."
18391,984314,redes sociales,2014-10-23,Rutherford-Becker,María Elisa
18392,943292,marcha,1976-05-03,Cassin And Sons,El Abra
18393,613073,redes sociales,1981-01-24,Rutherford Group,"Pinnacle Financial Partners, Inc."
18394,319541,redes sociales,2010-01-28,Heaney-Harber,Salesforce.com Inc
18395,344473,marcha,2016-10-04,Hartmann And Sons,Double Eagle Acquisition Corp.
18396,701162,marcha,2002-10-09,"Labadie, Veum And Hammes",NVIDIA Corporation
18397,242397,redes sociales,2011-08-31,Stracke Group,Las Piedras
18398,542094,marcha,2006-07-03,"Veum, Gislason And Morar",Ojos del Salado
18399,605518,marcha,2010-08-19,Wehner-Jenkins,El Tesoro
18400,110917,redes sociales,1987-07-05,"Gusikowski, Luettgen And Cremin",HollyFrontier Corporation
18401,515185,marcha,1996-10-16,"Jacobi, Spencer And Mayer","India Fund, Inc. (The)"
18402,575194,redes sociales,2002-01-25,Sanford Inc,American Homes 4 Rent
18403,737949,redes sociales,1975-10-31,Gutmann-Feest,Gilat Satellite Networks Ltd.
18404,686917,redes sociales,2015-07-01,"Schaefer, Bednar And Welch",El Salvador
18405,952927,marcha,2009-12-23,"Upton, Kshlerin And Borer",iPath US Treasury Long Bond Bear ETN
18406,16313,marcha,1997-02-03,Koss Group,"PrivateBancorp, Inc."
18407,365970,marcha,2000-08-10,Mckenzie Inc,Cambrex Corporation
18408,324802,redes sociales,1996-08-21,Dooley Group,BRF S.A.
18409,204229,redes sociales,2014-04-06,Champlin-Murphy,Lenga
18410,367518,marcha,2013-01-23,Zboncak-Mraz,Nuveen Connecticut Quality Municipal Income Fund
18411,961108,redes sociales,1985-08-24,Yost Inc,Entegra Financial Corp.
18412,744598,redes sociales,1995-12-26,King And Sons,Quiborax
18413,789074,redes sociales,2017-03-08,"Altenwerth, Ebert And Mitchell",HollyFrontier Corporation
18414,318373,redes sociales,2002-01-27,"Kassulke, Morar And Crooks",Lions Gate Entertainment Corporation
18415,685388,marcha,1978-10-03,Tromp ,First Trust Nasdaq Retail ETF
18416,765017,redes sociales,2009-03-01,Zieme-O'Reilly,Natl Westminster Pfd
18417,517033,marcha,1985-04-06,Marvin-Corkery,Stamps.com Inc.
18418,505116,marcha,1995-11-07,"Feil, Lehner And Krajcik",La Patagua
18419,474438,marcha,1982-09-30,Heidenreich Inc,Julia
18420,395219,redes sociales,2018-01-08,"Ratke, Swaniawski And Spinka",Tuina
18421,441772,redes sociales,2007-01-12,Frami Group,"India Fund, Inc. (The)"
18422,507830,marcha,2019-02-14,Konopelski-Langosh,"Sportsman's Warehouse Holdings, Inc."
18423,81591,redes sociales,1995-12-21,"Lakin, Smitham And Greenholt",Navío
18424,956857,redes sociales,2012-09-03,"Deckow, Cassin And Dooley","First Financial Bankshares, Inc."
18425,44385,marcha,2016-12-15,"Mertz, Boyle And Franecki","Commerce Bancshares, Inc."
18426,62111,marcha,2013-02-26,Luettgen Group,"Ellie Mae, Inc."
18427,105066,redes sociales,2008-07-25,"Roob, Windler And Weimann",Entercom Communications Corporation
18428,900945,redes sociales,2001-01-31,Rutherford-Becker,"Dynex Capital, Inc."
18429,879364,marcha,2000-10-05,Trantow-Quigley,NVIDIA Corporation
18430,259713,redes sociales,1990-07-26,Langworth-Osinski,Talcuna
18431,197128,redes sociales,1994-08-03,Donnelly-Abbott,Colico Sur
18432,118254,redes sociales,2019-04-11,"Heller, Lubowitz And Dach","Forterra, Inc."
18433,329955,marcha,2005-05-12,"Roob, Windler And Weimann",NVIDIA Corporation
18434,622777,marcha,2019-04-18,Steuber-Lang,Diageo plc
18435,63841,redes sociales,1967-08-02,Gleason And Sons,TICC Capital Corp.
18436,651450,redes sociales,2018-06-26,"Auer, Bogisich And Jacobson",La Picarda
18437,209608,marcha,1993-05-03,Mraz-Ratke,Caleta El Cobre
18438,284244,redes sociales,2013-03-13,Rosenbaum-Cole,ACF - Lagunas
18439,773407,marcha,1996-10-09,Carroll-Mcclure,Esterline Technologies Corporation
18440,500336,redes sociales,2019-05-07,"Upton, Kshlerin And Borer",Chimberos
18441,765173,marcha,2004-12-08,Watsica-Morissette,Comcast Corporation
18442,666494,marcha,1977-12-06,Roob-Nicolas,Nuveen Floating Rate Income Fund
18443,104693,marcha,1980-09-07,Nicolas Group,Unisys Corporation
18444,48073,marcha,1985-02-14,Marvin-Wolff,Blackstone GSO Long Short Credit Income Fund
18445,717575,redes sociales,1989-12-23,Waters ,Ministro Hales
18446,431424,redes sociales,2011-08-09,"Nolan, Renner And Lesch",AbbVie Inc.
18447,153713,marcha,1970-03-06,Harber Inc,"Portola Pharmaceuticals, Inc."
18448,440513,redes sociales,2005-03-01,"Wehner, Schneider And Frami","The Travelers Companies, Inc."
18449,676419,redes sociales,1973-05-01,Strosin-Barton,Dorado
18450,435938,marcha,2019-07-29,O'Reilly-Hilll,Galectin Therapeutics Inc.
18451,410857,marcha,2007-02-10,Greenholt Inc,Pure Cycle Corporation
18452,403870,marcha,2012-01-14,"Johnson, Batz And Davis",Diana Shipping inc.
18453,865177,redes sociales,2015-01-05,Casper-Jacobson,Celgene Corporation
18454,477121,redes sociales,2017-05-21,Morar-Schoen,"Commerce Bancshares, Inc."
18455,190932,marcha,2012-04-20,"Moen, Koss And Paucek","SolarEdge Technologies, Inc."
18456,175224,marcha,1985-04-05,Hauck ,Las Cenizas
18457,221182,marcha,2010-05-06,Roob ,"Under Armour, Inc."
18458,245765,marcha,1993-08-25,"Lindgren, Padberg And Hand",Don Alberto
18459,17157,redes sociales,2018-07-23,Eichmann-Fahey,BLDRS Asia 50 ADR Index Fund
18460,864143,redes sociales,1983-11-24,"Blick, Harber And Smith",Great Plains Energy Inc
18461,891101,marcha,2007-01-26,Kub Group,Ojos del Salado
18462,297612,redes sociales,2016-06-27,Kuvalis-Swift,Arenal
18463,198687,redes sociales,1974-10-15,Little-Murazik,Yahoo! Inc.
18464,565941,marcha,2016-12-20,Fay Inc,CMP - Los Colorados
18465,891330,marcha,2007-03-29,"Keeling, Collins And Yost","Blackhawk Network Holdings, Inc."
18466,667733,marcha,2003-12-13,Morar-Schoen,Linderos
18467,73699,redes sociales,2011-04-20,Carroll-Moen,Tekla Healthcare Opportunies Fund
18468,385755,marcha,2007-10-07,Russel ,Regal Entertainment Group
18469,941158,redes sociales,2018-06-21,Swaniawski Group,Galectin Therapeutics Inc.
18470,695310,marcha,2003-11-07,Towne-Lehner,Old Republic International Corporation
18471,966855,redes sociales,2008-02-15,Roob-Nicolas,Radomiro Tomic
18472,508851,marcha,1998-03-23,Adama,"Vectrus, Inc."
18473,309489,marcha,2012-09-17,Green-Cruickshank,Diana Shipping inc.
18474,932999,marcha,1997-12-29,Schoen And Sons,El Peñón
18475,605750,redes sociales,2015-10-18,"Hoeger, Zboncak And Hammes",Celgene Corporation
18476,891567,marcha,2016-02-08,Hettinger-Kuhic,Limoneira Co
18477,171981,marcha,2007-06-17,Hickle Inc,United Microelectronics Corporation
18478,888386,marcha,2013-12-25,Collier ,Don Alberto
18479,213814,marcha,2017-05-18,Farrell Group,Franke
18480,425197,redes sociales,1977-03-24,Bahringer Group,Antucoya
18481,233357,redes sociales,2003-08-06,"Reilly, Veum And Wehner",Faride
18482,738506,marcha,2011-09-05,"Kuvalis, Bauch And Schumm",Arlington Asset Investment Corp
18483,940781,redes sociales,2006-09-21,Bradtke-Walsh,Salesforce.com Inc
18484,201491,redes sociales,2012-05-25,Haag-Stoltenberg,El Salvador
18485,669657,marcha,2017-09-29,"Herzog, Grimes And Jast","Everspin Technologies, Inc."
18486,44377,marcha,2004-10-10,"Hickle, Beatty And Gleichner",El Soldado
18487,772366,marcha,1982-02-19,"Skiles, Bauch And Rippin",Abeona Therapeutics Inc.
18488,304814,marcha,2019-02-24,Jerde-Lowe,"JA Solar Holdings, Co., Ltd."
18489,512043,marcha,2006-01-19,Bins-Goldner,"Ulta Beauty, Inc."
18490,137686,redes sociales,1982-03-14,"Pollich, Nikolaus And Gottlieb",El Tesoro
18491,81704,redes sociales,1993-01-31,Roob-Jacobson,Credit Acceptance Corporation
18492,307583,marcha,2015-02-26,Abbott ,Punitaqui
18493,442489,marcha,2012-08-07,"Nolan, Reynolds And Waters",Coirón
18494,977560,redes sociales,2018-10-19,"Jacobson, Boyer And Gleichner",Catamutún
18495,961764,marcha,2018-09-20,"Torp, Schmitt And Kemmer",Can Can
18496,710406,redes sociales,2009-05-21,"Okuneva, Vonrueden And Quigley",El Peñón
18497,499334,redes sociales,2018-03-30,Simonis Group,Mantos de la Luna
18498,696307,redes sociales,2018-01-13,"Gleichner, Waelchi And Douglas",CMP - Los Colorados
18499,843079,redes sociales,2015-03-27,Schiller-Mitchell,"Hub Group, Inc."
18500,119665,redes sociales,2019-02-21,Adane,Voya Global Equity Dividend and Premium Opportunity Fund
18501,860921,marcha,1981-10-09,Bayer-Bashirian,Las Cenizas
18502,121187,redes sociales,2014-07-24,"Hegmann, Koelpin And Lindgren","HD Supply Holdings, Inc."
18503,23785,marcha,2011-02-16,Murray-Braun,Voya Global Equity Dividend and Premium Opportunity Fund
18504,593657,redes sociales,2012-04-16,Quitzon Inc,EQT Corporation
18505,276689,marcha,1981-04-10,"Rice, Daniel And Klocko",Andacollo Oro
18506,870283,marcha,2019-05-16,Gusikowski-Bechtelar,Celgene Corporation
18507,514028,marcha,1973-11-12,Dickens ,Check-Cap Ltd.
18508,882513,redes sociales,2019-08-16,Macgyver Inc,Nuveen Michigan Quality Municipal Income Fund
18509,452732,marcha,1985-01-07,"Weissnat, Jaskolski And Bins","Kayne Anderson Energy Total Return Fund, Inc."
18510,565556,marcha,2014-08-27,Leannon-Brekke,Guanaco
18511,500312,marcha,1969-09-19,Hermann ,Navío
18512,463623,redes sociales,2018-10-23,Blick-Bartell,Royal Caribbean Cruises Ltd.
18513,623977,redes sociales,2019-02-17,Johnston And Sons,DRDGOLD Limited
18514,512985,marcha,2009-09-27,Legros Group,AdvisorShares Market Adaptive Unconstrained Income ETF
18515,361467,redes sociales,2015-10-09,"Rosenbaum, Lind And Koss",Dollar General Corporation
18516,444799,redes sociales,1981-10-28,Dubuque And Sons,Cosayach - Negreiros
18517,555798,marcha,2001-07-14,Hilpert ,Torchmark Corporation
18518,418275,marcha,1997-03-02,"Okuneva, Vonrueden And Quigley",Iván
18519,812135,redes sociales,1996-09-12,Legros-Price,Ceragon Networks Ltd.
18520,500502,marcha,1993-10-17,Koch-Schneider,Neff Corporation
18521,517107,marcha,2011-09-16,Brown ,Lions Gate Entertainment Corporation
18522,928391,marcha,1999-05-01,Gleichner And Sons,III de Atacama Minerals - Aguas Blancas
18523,312539,marcha,1985-02-13,Kovacek-Dietrich,Cerro Casale
18524,652808,redes sociales,2018-03-25,Schroeder-Hamill,Franke
18525,182915,marcha,2016-02-02,Connelly-Maggio,"SolarEdge Technologies, Inc."
18526,650028,redes sociales,2019-02-05,"Haag, Beatty And Walker",Mantos Blancos
18527,591326,marcha,2008-01-11,Prohaska-Brakus,"Fiserv, Inc."
18528,234021,marcha,2004-02-25,Ullrich Inc,Las Cenizas
18529,363647,redes sociales,1988-05-20,Boehm ,Arch Capital Group Ltd.
18530,592723,marcha,2016-07-07,Konopelski And Sons,La Pepa
18531,115225,marcha,1981-05-05,"Weber, Rippin And Krajcik",El Abra
18532,107740,redes sociales,2019-06-06,"Mcdermott, Bernier And White",DRDGOLD Limited
18533,514976,marcha,2018-01-01,Jaskolski-Boyer,"Entergy Louisiana, Inc."
18534,195062,marcha,2001-09-17,"Heidenreich, Boyer And Dach",Esperanza
18535,471985,redes sociales,1981-02-18,Doyle-Powlowski,Kilroy Realty Corporation
18536,549457,redes sociales,1976-05-08,"Emmerich, Feil And Gorczany",PowerShares Nasdaq Internet Portfolio
18537,388429,redes sociales,2012-10-29,Hoeger ,Eaton Vance Corporation
18538,41596,marcha,1983-03-28,"Herman, Luettgen And Balistreri",La Coipa
18539,1275,marcha,1976-05-31,Champlin ,"Ashford Hospitality Prime, Inc."
18540,338942,redes sociales,2001-07-26,Hilll ,Cordillera - Tenardita
18541,356592,redes sociales,2009-01-31,"Hessel, Predovic And Green",Nuveen Connecticut Quality Municipal Income Fund
18542,909459,marcha,2017-10-18,Predovic Inc,"Blackhawk Network Holdings, Inc."
18543,966976,marcha,1966-06-01,Johnson And Sons,KT Corporation
18544,186255,redes sociales,1970-09-23,Thiel Group,"Texas Capital Bancshares, Inc."
18545,313135,marcha,2010-11-10,Bosco-Lockman,"Shutterstock, Inc."
18546,897091,redes sociales,1991-07-24,"Bashirian, Greenholt And Russel",Entegra Financial Corp.
18547,737927,marcha,1989-01-17,Sipes Group,"NextEra Energy, Inc."
18548,860891,redes sociales,1999-07-19,D'Amore And Sons,SQM - Nueva Victoria
18549,872251,redes sociales,2013-07-06,Bednar-Buckridge,El Soldado
18550,422906,marcha,2009-09-17,Rutherford-Becker,"Impax Laboratories, Inc."
18551,442274,redes sociales,2008-09-14,Schultz Group,Manantial
